131,dras000131,Compressor,Bitzer,unit(s),398000,,,,Refrigeration/Compressor,,,,,,,,,,,,,,,"<p>S6G-25.2-2NU,</p>",,,,,,,,,,,,,
132,dras000132,Compressor,Bitzer,unit(s),398000,,,,Refrigeration/Compressor,,,,,,,,,,,,,,,"<p>S6H.20.2-20D,</p>",,,,,,,,,,,,,
133,dras000133,Compressor,Bitzer,unit(s),410000,,,,Refrigeration/Compressor,,,,,,,,,,,,,,,"<p>S6H-20.2-40P S6H-20.2Y-40P,</p>",,,,,,,,,,,,,
134,dras000134,Compressor,Bitzer,unit(s),450000,,,,Refrigeration/Compressor,,,,,,,,,,,,,,,"<p>S6F-30.2-40P,</p>",,,,,,,,,,,,,
135,dras000135,Compressor,Bitzer,unit(s),398000,,,,Refrigeration/Compressor,,,,,,,,,,,,,,,"<p>S6J-16.2-20D,</p>",,,,,,,,,,,,,
136,dras000136,Compressor,Bitzer,unit(s),399640,,,,Refrigeration/Compressor,,,,,,,,,,,,,,,"<p>S6J-16.2-2NU,</p>",,,,,,,,,,,,,
137,dras000137,Compressor,Danfoss,unit(s),9100,,8,,Refrigeration/Compressor,,,,,,,,,,,,,,,"<p>SC18CLX.2 (104L2195) w/ starting kit,</p>",,,,,,,,,,,,,
138,dras000138,Compressor,Hitachi,unit(s),40000,,1,,Refrigeration/Compressor,,,,,,,,,,,,,,,"<p>L300DH-56A1,</p>",,,,,,,,,,,,,
139,dras000139,Compressor,Hitachi,unit(s),38000,,,,Refrigeration/Compressor,,,,,,,,,,,,,,,"<p>FL300DH-56A1,</p>",,,,,,,,,,,,,
140,dras000140,Compressor,Hitachi,unit(s),44500,,,,Refrigeration/Compressor,,,,,,,,,,,,,,,"<p>FL500DH-90A1,</p>",,,,,,,,,,,,,
141,dras000141,Compressor,Hitachi,unit(s),37000,,,,Refrigeration/Compressor,,,,,,,,,,,,,,,"<p>FM300-47A1,</p>",,,,,,,,,,,,,
142,dras000142,Compressor,Hitachi,unit(s),34000,,,,Refrigeration/Compressor,,,,,,,,,,,,,,,"<p>M300DH47A1,</p>",,,,,,,,,,,,,
143,dras000143,Compressor,Hitachi,unit(s),37000,,,,Refrigeration/Compressor,,,,,,,,,,,,,,,"<p>M500 DH-80AI-76,</p>",,,,,,,,,,,,,
144,dras000144,Compressor,Matsushita,unit(s),4100,,5,,Refrigeration/Compressor,,,,,,,,,,,,,,,"<p>2P14S3R236A Panasonic,</p>",,,,,,,,,,,,,
145,dras000145,Compressor,Tecumseh ,unit(s),25000,,-,,Refrigeration/Compressor,,,,,,,,,,,,,,,"<p>FH2480Z,</p>",,,,,,,,,,,,,
146,dras000146,Compressor,,unit(s),65000,,,,Refrigeration/Compressor,,,,,,,,,,,,,,,"<p>ZX30K CE-TF5-524,</p>",,,,,,,,,,,,,
147,dras000147,Compressor,Danfoss,unit(s),10500,,,,Refrigeration/Compressor,,,,,,,,,,,,,,,"<p>60Hz/1Ph/230V SC21G,</p>",,,,,,,,,,,,,
148,dras000148,Compressor,Maneurop,unit(s),35000,,,,Refrigeration/Compressor,,,,,,,,,,,,,,,"<p>440v/3Ph/60Hz MT80HP4AVE,</p>",,,,,,,,,,,,,
149,dras000149,Compressor,Embraco,unit(s),0,,,,Refrigeration/Compressor,,,,,,,,,,,,,,,"<p>NJ9226K,</p>",,,,,,,,,,,,,
150,dras000150,Compressor,Emerson,unit(s),98000,,,,Refrigeration/Compressor,,,,,,,,,,,,,,,"<p>3SCH.100E 13E00024Y,</p>",,,,,,,,,,,,,
151,dras000151,Compressor,Emerson,unit(s),150000,,,,Refrigeration/Compressor,,,,,,,,,,,,,,,"<p>4SLW.150E 13I01016Y,</p>",,,,,,,,,,,,,
152,dras000152,Compressor,Bitzer,unit(s),205000,,,,Refrigeration/Compressor,,,,,,,,,,,,,,,"<p>4NCS-12.2Y-2NU 1680804195,</p>",,,,,,,,,,,,,
153,dras000153,Compressor,Bitzer,unit(s),1300,,,,Refrigeration/Compressor,,,,,,,,,,,,,,,"<p>4NES-14Y-20D,</p>",,,,,,,,,,,,,
154,dras000154,Compressor,Boyard,unit(s),17000,,,,Refrigeration/Compressor,local,,,,,,,,,,,,,,"<p>QHL-30E,</p>",,,,,,,,,,,,,
155,dras000155,Compressor,Tecumseh ,unit(s),19500,,8,,Refrigeration/Compressor,local,,,,,,,,,,,,,,"<p>CAJ9513T R22,</p>",,,,,,,,,,,,,
156,dras000156,Compressor,Tecumseh ,unit(s),0,,8,,Refrigeration/Compressor,,,,,,,,,,,,,,,"<p>CAJ9513Z R404,</p>",,,,,,,,,,,,,
157,dras000157,Compressor,Bock,unit(s),28000,,,,Refrigeration/Compressor,,,,,,,,,,,,,,,"<p>8870 Fixing Parts,</p>",,,,,,,,,,,,,
